ID;Authors;Article Title;DOI;DOI Link;Supply/demand CES;CES services type original;Initial variables;Final Variables;Most contributing variable;Models used;Best Model;Presence/Abundance model;Original pixel size;Pixel size resampled;Temporality;Social media source data;Type of social media data;Spatial cover;Protect area;Country;Area name;Ecosystem type 1;Ecosystem type 2;Ecosystem type 3;Evaluate changes over time;Excluir;Metrics;Variables Standardized;Type;Variables Originales;Level3;Level2;Level1;CES;IPBES
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;distance to large urban areas;distance to large urban areas;distance to large urban areas;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";large urban areas;Distance;distance to large urban areas;Urban settlement;Infrastructure;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;land cover;land cover;land cover;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";LULC;Original variable;land cover;Land Use and Land Cover;Land Use and Land Cover;Natural elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;distance to medium urban areas;distance to medium urban areas;distance to medium urban areas;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";medium urban areas;Distance;distance to medium urban areas;Urban settlement;Infrastructure;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;distance to permanent water shorelines;distance to permanent water shorelines;distance to permanent water shorelines;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";permanent water shorelines;Distance;distance to permanent water shorelines;Water;Natural Environment;Natural elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;distance to road;distance to road;distance to road;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";roads;Distance;distance to road;Roads and Paths;Accessibility;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;roughness;roughness;;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";roughness;Original variable;roughness;Topographical Variables;Natural Environment;Natural elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;slope;slope;;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";slope;Original variable;slope;Topographical Variables;Natural Environment;Natural elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
38;"Goldspiel, H; Barr, B; Badding, J; Kuehn, D";Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;"http://dx.doi.org/10.1007/s00267-022-01728-2"",""http://dx.doi.org/10.1007/s00267-022-01728-2";Undefined;Nature-based recreation;distance to small urban areas;distance to small urban areas;distance to small urban areas;Random Forest;Random Forest;Presence;;30;2012-2017;Flickr;"Geolocated photos;Geolocation coordinates";Regional;partially;United States;Northern Forest Region;High Mountain - forest;;;yes;no;"Sensitivity and Specificity;Accuracy";small urban areas;Distance;distance to small urban areas;Urban settlement;Infrastructure;Anthropic elements;"Enjoy the landscape;Enjoy the fauna and flora;Cultural heritage";"Physical and psychological experiences;Physical and psychological experiences;Supporting identities"
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point aqueduct;number of osm historic point aqueduct;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";aqueduct;Count;number of osm historic point aqueduct;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point archaeological site;number of osm historic point archaeological site;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";archaeological site;Count;number of osm historic point archaeological site;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point castle;number of osm historic point castle;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";castle;Count;number of osm historic point castle;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point castle wall;number of osm historic point castle wall;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";castle wall;Count;number of osm historic point castle wall;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point church;number of osm historic point church;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";church;Count;number of osm historic point church;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point city gate;number of osm historic point city gate;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";city gate;Count;number of osm historic point city gate;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;ecosystem type percentage;ecosystem type percentage;;Random Forest;Random Forest;Presence;100;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";ecosystem type;Percentage;ecosystem type percentage;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;ecosystem type percentage vs surrounding areas;ecosystem type percentage vs surrounding areas;;Random Forest;Random Forest;Presence;100;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";ecosystem type;Percentage;ecosystem type percentage vs surrounding areas;Land Use and Land Cover;Land Use and Land Cover;Natural elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point building;number of osm historic point building;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic building;Count;number of osm historic point building;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point city walls;number of osm historic point city walls;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic city walls;Count;number of osm historic point city walls;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point farm;number of osm historic point farm;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic farm;Count;number of osm historic point farm;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point fort;number of osm historic point fort;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic fort;Count;number of osm historic point fort;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point manor;number of osm historic point manor;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic manor;Count;number of osm historic point manor;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point monastery;number of osm historic point monastery;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic monastery;Count;number of osm historic point monastery;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point monument;number of osm historic point monument;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic monument;Count;number of osm historic point monument;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point ruins;number of osm historic point ruins;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic ruins;Count;number of osm historic point ruins;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point rune stone;number of osm historic point rune stone;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic rune stone;Count;number of osm historic point rune stone;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point tower;number of osm historic point tower;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic tower;Count;number of osm historic point tower;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point wayside cross;number of osm historic point wayside cross;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic wayside cross;Count;number of osm historic point wayside cross;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;number of osm historic point wayside shrine;number of osm historic point wayside shrine;;Random Forest;Random Forest;Presence;500;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";historic wayside shrine;Count;number of osm historic point wayside shrine;Historical Buildings and Structures;Cultural and Historical Heritage;Anthropic elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;patch density of landscape;patch density of landscape;;Random Forest;Random Forest;Presence;100;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";patch density;Density;patch density of landscape;Landscape metrics;Land Use and Land Cover;Natural elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;relief;relief;;Random Forest;Random Forest;Presence;25;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";relief;Original variable;relief;Topographical Variables;Natural Environment;Natural elements;Enjoy the landscape;Physical and psychological experiences
39;"Havinga, I; Marcos, D; Bogaart, PW; Hein, L; Tuia, D";Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;http://dx.doi.org/10.1038/s41598-021-99282-0;Undefined;aesthetic;shannon diversity index of landscape;shannon diversity index of landscape;;Random Forest;Random Forest;Presence;100;500;2004-2020;Flickr;Geolocated photos;National;yes;United Kingdom;All United Kingdom;Temperate grasslands;Cropland (arable land);;yes;no;"RMSE (Root Mean Squared Error);R² (Coefficient of Determination)";shannon’s diversity index;Other;shannon diversity index of landscape;Diversity and Heterogeneity Indices;Natural Environment;Natural elements;Enjoy the landscape;Physical and psychological experiences
40;"Havinga, I; Marcos, D; Bogaart, P; Massimino, D; Hein, L; Tuia, D";Social media and deep learning reveal specific cultural preferences for biodiversity;10.1002/pan3.10466;"http://dx.doi.org/10.1002/pan3.10466"";""http://dx.doi.org/10.1002/pan3.10466";Supply;Cultural preferences for biodiversity;bird species abundance;bird species abundance;bird species abundance;Generalized Additive Model;Generalized Additive Model;Presence;10km, 2.5km, 1km;10 km (grid), 25 km (grid);2015-2021;"Flickr;iNaturalist";Geolocated photos;National;partially;United Kingdom;Great Britain;Temperate forests;;;no;no;Undefined;bird;Count;bird species abundance;Fauna;Natural Environment;Natural elements;Enjoy the fauna and flora;Physical and psychological experiences
40;"Havinga, I; Marcos, D; Bogaart, P; Massimino, D; Hein, L; Tuia, D";Social media and deep learning reveal specific cultural preferences for biodiversity;10.1002/pan3.10466;"http://dx.doi.org/10.1002/pan3.10466"";""http://dx.doi.org/10.1002/pan3.10466";Supply;Cultural preferences for biodiversity;bird species richness;bird species richness;bird species richness;Generalized Additive Model;Generalized Additive Model;Presence;10km, 2.5km, 1km;10 km (grid), 25 km (grid);2015-2021;"Flickr;iNaturalist";Geolocated photos;National;partially;United Kingdom;Great Britain;Temperate forests;;;no;no;Undefined;bird;Richness;bird species richness;Fauna;Natural Environment;Natural elements;Enjoy the fauna and flora;Physical and psychological experiences
40;"Havinga, I; Marcos, D; Bogaart, P; Massimino, D; Hein, L; Tuia, D";Social media and deep learning reveal specific cultural preferences for biodiversity;10.1002/pan3.10466;"http://dx.doi.org/10.1002/pan3.10466"";""http://dx.doi.org/10.1002/pan3.10466";Supply;Cultural preferences for biodiversity;conservation status;conservation status;conservation status;Generalized Additive Model;Generalized Additive Model;Presence;10km, 2.5km, 1km;10 km (grid), 25 km (grid);2015-2021;"Flickr;iNaturalist";Geolocated photos;National;partially;United Kingdom;Great Britain;Temperate forests;;;no;no;Undefined;conservation status;Other;conservation status;Protected Areas;Protected Areas;Land management;Enjoy the fauna and flora;Physical and psychological experiences
40;"Havinga, I; Marcos, D; Bogaart, P; Massimino, D; Hein, L; Tuia, D";Social media and deep learning reveal specific cultural preferences for biodiversity;10.1002/pan3.10466;"http://dx.doi.org/10.1002/pan3.10466"";""http://dx.doi.org/10.1002/pan3.10466";Supply;Cultural preferences for biodiversity;threatened migratory species;threatened migratory species;threatened migratory species;Generalized Additive Model;Generalized Additive Model;Presence;10km, 2.5km, 1km;10 km (grid), 25 km (grid);2015-2021;"Flickr;iNaturalist";Geolocated photos;National;partially;United Kingdom;Great Britain;Temperate forests;;;no;no;Undefined;threatened migratory species;Richness;threatened migratory species;Fauna;Natural Environment;Natural elements;Enjoy the fauna and flora;Physical and psychological experiences
41;"Neill, AM; O'Donoghue, C; Stout, JC";Spatial analysis of cultural ecosystem services using data from social media: A guide to model selection for research and practice;10.3897/oneeco.8.e95685;"http://dx.doi.org/10.3897/oneeco.8.e95685"",""http://dx.doi.org/10.3897/oneeco.8.e95685";Both;Recreation;amenity and recreational sites;amenity and recreational sites;amenity and recreational sites;"Global regression;Logistic geographic weighted regression;MaxEnt;Simple Linear Regression";Not specified;"Abundance;Presence";;100 m for MaxEnt and 2000 for all the other models;2010-2019;Flickr;Geolocated photos;Regional;yes;Ireland;County Galway;High Mountain - forest;High Mountain - grassland;Coastal systems (incl wetlands);no;no;"AUC-ROC (Area Under the Receiver Operating Characteristic Curve);AIC (Akaike Information Criterion)";recreational sites;Other;amenity and recreational sites;Recreational or tourism infrastructures;Recreational Opportunities;Anthropic elements;Recreation;Physical and psychological experiences
41;"Neill, AM; O'Donoghue, C; Stout, JC";Spatial analysis of cultural ecosystem services using data from social media: A guide to model selection for research and practice;10.3897/oneeco.8.e95685;"http://dx.doi.org/10.3897/oneeco.8.e95685"",""http://dx.doi.org/10.3897/oneeco.8.e95685";Both;Recreation;distance to coastline;distance to coastline;distance to coastline;"Global regression;Logistic geographic weighted regression;MaxEnt;Simple Linear Regression";Not specified;"Abundance;Presence";;100 m for MaxEnt and 2000 for all the other models;2010-2019;Flickr;Geolocated photos;Regional;yes;Ireland;County Galway;High Mountain - forest;High Mountain - grassland;Coastal systems (incl wetlands);no;no;"AUC-ROC (Area Under the Receiver Operating Characteristic Curve);AIC (Akaike Information Criterion)";coast;Distance;distance to coastline;Coastal and Marine Places;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
41;"Neill, AM; O'Donoghue, C; Stout, JC";Spatial analysis of cultural ecosystem services using data from social media: A guide to model selection for research and practice;10.3897/oneeco.8.e95685;"http://dx.doi.org/10.3897/oneeco.8.e95685"",""http://dx.doi.org/10.3897/oneeco.8.e95685";Both;Recreation;average elevation;average elevation;average elevation;"Global regression;Logistic geographic weighted regression;MaxEnt;Simple Linear Regression";Not specified;"Abundance;Presence";25;100 m for MaxEnt and 2000 for all the other models;2010-2019;Flickr;Geolocated photos;Regional;yes;Ireland;County Galway;High Mountain - forest;High Mountain - grassland;Coastal systems (incl wetlands);no;no;"AUC-ROC (Area Under the Receiver Operating Characteristic Curve);AIC (Akaike Information Criterion)";elevation;Mean;average elevation;Topographical Variables;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
41;"Neill, AM; O'Donoghue, C; Stout, JC";Spatial analysis of cultural ecosystem services using data from social media: A guide to model selection for research and practice;10.3897/oneeco.8.e95685;"http://dx.doi.org/10.3897/oneeco.8.e95685"",""http://dx.doi.org/10.3897/oneeco.8.e95685";Both;Recreation;area of freshwater;area of freshwater;;"Global regression;Logistic geographic weighted regression;MaxEnt;Simple Linear Regression";Not specified;"Abundance;Presence";;100 m for MaxEnt and 2000 for all the other models;2010-2019;Flickr;Geolocated photos;Regional;yes;Ireland;County Galway;High Mountain - forest;High Mountain - grassland;Coastal systems (incl wetlands);no;no;"AUC-ROC (Area Under the Receiver Operating Characteristic Curve);AIC (Akaike Information Criterion)";freshwater;Area;area of freshwater;Water;Natural Environment;Natural elements;Recreation;Physical and psychological experiences
